step numCars dequeuedCars minQueueTime maxQueueTime sumQueueTime
0	1	0	?	?	0
1	2	0	?	?	0
2	3	0	?	?	0
3	4	0	?	?	0
4	5	0	?	?	0
5	6	0	?	?	0
6	7	0	?	?	0
7	8	1	0	0	0
8	9	1	0	0	0
9	10	1	0	0	0
10	11	1	0	0	0
11	12	1	0	0	0
12	13	1	0	0	0
13	14	1	0	0	0
14	15	2	0	0	0
15	16	2	0	0	0
16	17	2	0	0	0
17	18	0	?	?	0
18	19	4	0	1	1
19	20	1	0	0	0
20	21	2	0	1	1
21	22	3	0	0	0
22	23	3	0	0	0
23	24	2	0	0	0
24	25	3	0	1	1
25	26	2	0	0	0
26	27	2	0	1	1
27	28	4	0	0	0
28	29	3	0	3	5
29	30	3	0	0	0
30	31	3	0	1	1
31	32	3	0	2	2
32	33	4	0	2	2
33	34	2	1	3	4
34	35	5	0	4	6
35	36	3	0	1	2
36	37	3	0	2	2
37	38	4	0	4	8
38	39	3	0	1	1
39	40	4	0	4	7
40	41	6	0	4	9
41	42	1	2	2	2
42	43	9	0	4	13
43	44	2	0	0	0
44	45	7	0	2	8
45	46	2	0	1	1
46	47	6	0	6	11
47	48	3	0	3	3
48	49	7	0	3	8
49	50	2	0	0	0
50	51	7	0	4	9
51	52	4	0	4	7
52	53	4	0	5	8
53	54	6	0	4	13
54	55	5	0	3	9
55	56	4	0	3	4
56	57	8	0	2	6
57	58	3	0	8	8
58	59	7	1	7	27
59	60	6	0	6	15
60	61	6	0	3	10
61	62	6	0	2	6
62	63	4	0	7	9
63	64	9	0	10	28
64	65	6	0	6	13
65	66	5	0	3	8
66	67	5	0	6	14
67	68	6	0	3	11
68	69	9	0	6	22
69	70	5	0	4	7
70	71	10	0	5	24
71	72	3	0	3	3
72	73	6	0	7	20
73	74	10	0	5	20
74	75	6	0	3	6
75	76	6	0	6	12
76	77	8	0	6	15
77	78	8	0	11	21
78	79	4	5	8	24
79	80	10	0	6	24
80	81	7	0	6	15
81	82	6	0	13	26
82	83	8	0	6	22
83	84	4	0	5	11
84	85	9	0	7	37
85	86	6	0	5	12
86	87	5	0	6	11
87	88	12	0	7	42
88	89	14	0	5	33
89	90	5	0	5	11
90	91	9	0	10	26
91	92	4	0	8	12
92	93	8	0	8	38
93	94	9	1	7	28
94	95	6	1	6	13
95	96	11	0	8	28
96	97	7	0	6	10
97	98	6	0	8	23
98	99	12	0	7	36
99	100	6	0	7	14
100	100	6	0	9	19
101	100	8	0	7	31
102	100	9	0	13	47
103	100	6	0	6	20
104	100	9	0	11	43
