step numCars dequeuedCars minQueueTime maxQueueTime sumQueueTime
0	1	0	?	?	0
1	2	0	?	?	0
2	3	0	?	?	0
3	4	0	?	?	0
4	5	0	?	?	0
5	6	0	?	?	0
6	7	0	?	?	0
7	8	0	?	?	0
8	9	2	0	1	1
9	10	0	?	?	0
10	11	0	?	?	0
11	12	0	?	?	0
12	13	1	0	0	0
13	14	1	0	0	0
14	15	0	?	?	0
15	16	0	?	?	0
16	17	3	2	7	14
17	18	0	?	?	0
18	19	0	?	?	0
19	20	0	?	?	0
20	21	2	0	10	10
21	22	0	?	?	0
22	23	0	?	?	0
23	24	1	0	0	0
24	25	6	3	9	44
25	26	1	6	6	6
26	27	0	?	?	0
27	28	0	?	?	0
28	29	4	2	11	24
29	30	3	0	10	15
30	31	0	?	?	0
31	32	0	?	?	0
32	33	5	4	12	38
33	34	1	0	0	0
34	35	0	?	?	0
35	36	2	0	0	0
36	37	5	4	11	33
37	38	1	4	4	4
38	39	0	?	?	0
39	40	0	?	?	0
40	41	9	1	12	71
41	42	2	5	5	10
42	43	2	0	5	5
43	44	0	?	?	0
44	45	6	1	12	38
45	46	2	4	8	12
46	47	0	?	?	0
47	48	2	0	0	0
48	49	7	1	12	53
49	50	3	0	8	14
50	51	1	7	7	7
51	52	5	0	5	5
52	53	8	4	12	71
53	54	4	5	9	27
54	55	3	0	5	6
55	56	0	?	?	0
56	57	9	0	8	44
57	58	2	4	5	9
58	59	1	0	0	0
59	60	1	0	0	0
60	61	10	1	12	73
61	62	4	3	6	17
62	63	0	?	?	0
63	64	1	0	0	0
64	65	10	1	12	67
65	66	4	5	8	24
66	67	3	0	5	10
67	68	2	0	0	0
68	69	12	4	12	90
69	70	6	2	8	32
70	71	2	0	3	3
71	72	2	0	0	0
72	73	11	3	12	87
73	74	6	1	11	31
74	75	2	5	6	11
75	76	2	0	0	0
76	77	13	0	12	67
77	78	4	3	8	21
78	79	0	?	?	0
79	80	3	0	0	0
80	81	11	3	12	72
81	82	4	2	7	20
82	83	2	4	7	11
83	84	1	0	0	0
84	85	15	4	12	122
85	86	8	2	8	40
86	87	1	6	6	6
87	88	4	0	6	6
88	89	17	0	12	100
89	90	6	2	9	38
90	91	2	6	9	15
91	92	3	0	8	8
92	93	13	2	12	86
93	94	5	4	10	34
94	95	3	4	8	19
95	96	3	0	7	7
96	97	15	4	12	91
97	98	5	3	6	21
98	99	1	6	6	6
99	100	4	0	5	5
100	101	14	4	18	95
101	102	9	1	7	37
102	103	2	0	3	3
103	104	2	0	0	0
104	105	16	4	12	144
105	106	12	0	9	60
106	107	3	2	7	15
107	108	2	0	4	4
108	109	14	4	19	121
109	110	9	1	9	47
110	111	1	4	4	4
111	112	3	0	0	0
112	113	13	3	12	109
113	114	8	5	11	58
114	115	4	0	7	20
115	116	4	0	7	7
116	117	16	2	12	113
117	118	11	0	8	49
118	119	4	4	7	21
119	120	3	4	7	16
120	121	13	4	12	120
121	122	10	5	11	77
122	123	6	5	9	38
123	124	4	0	6	17
124	125	14	1	12	91
125	126	8	2	9	38
126	127	4	0	7	18
127	128	3	0	7	7
128	129	14	1	19	117
129	130	9	5	13	64
130	131	7	5	9	43
131	132	5	0	6	13
132	133	15	2	17	108
133	134	13	2	12	78
134	135	5	4	10	32
135	136	5	0	7	17
136	137	17	1	18	153
137	138	11	2	13	96
138	139	8	4	8	44
139	140	5	0	6	23
140	141	14	2	19	123
141	142	8	2	12	53
142	143	6	4	6	31
143	144	5	0	6	9
144	145	15	3	12	102
145	146	11	3	7	52
146	147	5	4	6	26
147	148	2	0	6	6
148	149	15	4	19	150
149	150	13	0	13	101
150	151	9	4	11	58
151	152	3	5	9	20
152	153	17	1	18	163
153	154	12	3	12	83
154	155	7	4	9	47
155	156	5	0	9	29
156	157	16	2	12	123
157	158	13	4	11	84
158	159	5	5	10	35
159	160	2	0	10	10
160	161	15	4	13	112
161	162	12	0	10	65
162	163	5	4	10	34
163	164	5	0	7	12
164	165	17	4	21	164
165	166	15	2	20	108
166	167	9	1	12	57
167	168	4	0	8	20
168	169	17	3	21	187
169	170	13	3	19	121
170	171	8	2	19	64
171	172	7	0	15	51
172	173	17	4	22	162
173	174	12	2	13	94
174	175	7	1	11	52
175	176	6	0	7	19
176	177	17	4	13	145
177	178	14	3	9	80
178	179	5	4	6	25
179	180	3	0	5	5
180	181	18	3	18	176
181	182	15	2	13	108
182	183	10	5	11	70
183	184	9	0	10	45
184	185	17	2	20	190
185	186	14	2	20	109
186	187	9	5	10	63
187	188	8	0	10	49
188	189	16	7	18	169
189	190	14	2	18	109
190	191	7	5	12	51
191	192	6	0	8	20
192	193	15	5	12	129
193	194	14	0	12	87
194	195	9	4	10	53
195	196	7	0	7	28
196	197	18	4	20	195
197	198	17	3	19	143
198	199	13	3	12	90
199	200	11	0	9	60
200	200	16	1	20	153
201	200	13	2	20	109
202	200	8	4	20	75
203	200	7	5	14	56
204	200	17	4	20	165
205	200	11	5	13	69
206	200	6	5	7	34
207	200	6	0	6	27
208	200	17	2	19	174
209	200	15	3	13	120
210	200	13	3	10	80
211	200	8	0	9	43
212	200	18	6	21	222
213	200	17	3	21	164
214	200	16	3	21	125
215	200	12	4	21	90
216	200	16	3	20	183
217	200	14	3	19	117
218	200	8	4	16	59
219	200	6	0	11	33
220	200	18	4	17	171
221	200	12	4	13	89
222	200	8	4	7	45
223	200	8	0	7	28
224	200	17	4	19	169
225	200	16	2	13	102
226	200	14	4	9	84
